pagnr,zpsex,zpage,w1_q88,w1_q107,w1_q115,w1_q116,w1_q4,w2_q4,w1_q5x1,w2_q2x1,w1_q6x1,w1_q7,w2_q3,w1_q8,w1_q12,w1_q43,w1_q44,w1_q48x1,w1_q48x2,w1_q48x3,w1_q48x4,w1_q48x5,w1_q48x6,w2_q15,w1_q49,w2_q14,w1_q50,w1_q51,w1_quiz,w2_quiz,w1_q21,w1_q22,w1_q26x1,w1_q26x2,w1_q26x3,w1_q26x4,w1_q26x5,w1_q26x6,w1_q26x7,w1_q26x8,w1_q26x9,w1_q26x10,w1_q26x11,w1_q26x12,w1_q68x1,w1_q76x2,w1_q64x1,w1_q64x2,w1_q64x3,w1_q83x1,w1_q83x6,w1_q83x2,w1_q83x7,w1_q83x3,w1_q83x8,w1_q83x4,w1_q83x9,w1_q83x5,w1_q83x10,w1_q66x1,w1_q66x2,w1_q66x3,w1_q66x4,w1_q68x1,w1_q68x2,w1_q68x3,w2_q33,w2_q34x1,w2_q34x2,w2_q34x3,w2_q34x4,w2_q34x5,w2_q34x6,w2_q34x7,w2_q34x8,w2_q35R1,w2_q35R2,w2_q35R3,w2_q35R4,w2_q35R5,w2_q35R6,w2_q35R7,w2_q35R8,w2_q35R9,w2_q35R10,w2_q35R11,w2_q35R12,w2_q35R13,w2_q35R14,w2_q35R15,w2_q35R88,w2_q35R99,w2_q36,w2_q37x1,w2_q37x2,w2_q37x3,w2_q37x4,w2_q37x5,w2_q37x6,w2_q37x7,w2_q37x8,w2_q38R1,w2_q38R2,w2_q38R3,w2_q38R4,w2_q38R5,w2_q38R6,w2_q38R7,w2_q38R8,w2_q38R9,w2_q38R10,w2_q38R88,w2_q38R99,w2_q39x1,w2_q39x2,w2_q39x3,w2_q39x4,w2_q39x5,w2_q41,w2_q42x1,w2_q42x2,w2_q42x3,w2_q42x4,w2_q43R1,w2_q43R2,w2_q43R3,w2_q43R4,w2_q43R5,w2_q43R6,w2_q43R7,w2_q43R8,w2_q43R9,w2_q43R10,w2_q43R11,w2_q43R12,w2_q43R13,w2_q43R14,w2_q43R15,w2_q43R16,w2_q43R17,w2_q43R88,w2_q43R99,w2_q44,w2_q45,w2_q46,w2_q47,w2_q48,w2_q49,a_immigration_index
542,1,16,4,1,1,20,2,,21000,,22000,12,,3,2,5,3,0,7,0,10,0,5,,6,,5,,3,,1,4,4,4,1,4,,1,1,4,2,4,1,2,1,3,4,2,3,5,1,1,3,2,1,2,4,1,3,4,2,2,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
1734,2,43,6,1,2,8,4,4,10000,,11000,1,,1,5,1,3,7,5,3,0,5,0,,,4,,,3,2,3,5,3,4,1,4,4,1,1,4,2,3,3,3,1,3,4,4,3,2,3,3,3,3,2,4,4,2,5,3,4,3,4,1,1,3,2,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,8,1,8,1,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,5,5,2,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,2,2,2,3
370,2,43,9,1,4,13,2,2,10000,13000,12000,,12,1,3,6,3,5,6,0,0,7,0,6,10,4,6,,5,5,1,3,4,,3,4,3,1,2,1,2,2,2,4,1,3,4,4,2,2,4,4,3,3,2,3,3,2,4,2,3,1,3,1,3,2,2,8,3,8,8,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,2,1,5,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,3
490,1,48,7,1,2,17,2,2,11000,10000,,1,6,,3,1,2,10,2,2,1,3,0,5,10,4,1,,4,5,3,0,4,3,1,4,4,1,2,2,2,3,1,3,2,5,4,5,3,3,3,3,4,3,3,2,4,1,4,4,2,2,2,2,3,3,2,9,2,9,8,9,2,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,8,8,8,3,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4
2912,1,39,7,1,3,13,2,3,10000,10000,77777,12,6,12,4,6,2,4,3,0,0,5,0,,5,3,6,,6,5,1,3,5,2,4,4,4,1,2,4,2,1,2,5,4,4,4,5,2,2,3,3,3,3,2,3,4,4,3,2,2,2,3,4,2,2,3,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,8,8,2,8,9,1,8,9,0,0,0,0,0,0,0,0,0,1,0,0,5,4,3,3,4,1,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,,,,2.5
429,1,58,7,1,2,15,3,2,10000,11000,77777,1,1,6,6,11,3,5,3,8,0,3,4,3,10,4,3,,4,4,3,0,2,1,2,4,4,2,1,2,2,3,1,1,2,5,2,2,4,2,2,4,3,5,2,2,5,2,4,2,1,4,3,2,4,2,1,5,3,1,3,1,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,8,8,8,1,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,4,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5
1735,2,27,9,1,2,17,2,,11000,,10000,1,,1,2,1,2,10,2,3,0,2,0,,10,,1,,2,,3,5,3,2,2,5,3,1,2,,2,3,3,4,1,3,3,2,2,3,2,2,4,5,2,4,3,4,1,2,4,2,3,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2691,2,52,7,1,2,6,1,1,99999,25000,13000,3,3,6,4,3,2,3,3,10,5,0,8,3,10,4,3,,5,6,2,0,1,1,3,5,5,5,1,1,2,3,1,2,,2,1,5,5,2,4,2,4,4,1,3,4,4,1,1,2,4,1,,4,3,1,7,9,7,8,7,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,1,5,5,5,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,4.5
1736,2,30,6,1,3,13,1,,11000,,11000,1,,1,,1,2,7,3,7,1,1,1,,10,,1,,6,,3,,3,1,2,4,5,2,1,3,3,5,1,3,2,5,4,4,5,5,1,3,4,3,1,4,5,2,1,1,1,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
820,2,84,3,1,3,5,4,3,,21000,,,12,,,,,7,7,7,0,5,0,2,2,4,,,1,2,3,,,1,,4,4,5,3,,4,,3,2,,,5,5,5,2,1,2,5,5,2,2,5,2,3,2,4,4,3,,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3.5
272,2,55,7,1,3,10,2,2,11000,11000,11000,1,1,,7,1,2,8,5,3,4,1,7,3,10,4,9,,5,3,3,0,1,2,3,1,3,3,1,3,4,5,1,1,1,5,4,1,3,3,2,3,4,4,2,3,4,3,3,2,2,2,2,1,2,2,2,7,2,2,1,9,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,4,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5
2272,1,71,7,1,2,12,2,2,21000,21000,13000,9,9,1,6,2,2,2,8,7,6,3,9,9,10,4,2,,6,6,2,4,4,2,2,4,3,5,1,3,2,3,1,3,1,5,1,4,3,2,4,1,4,5,1,2,5,2,4,2,3,4,3,1,3,2,2,7,3,8,9,8,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,9,9,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,4,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4
202,2,30,4,1,3,8,3,,11000,,22000,12,,3,5,3,2,5,5,10,5,0,5,,10,,3,,4,,3,5,4,2,1,1,3,1,3,5,1,,1,3,2,5,4,2,1,2,3,3,3,4,2,4,1,2,3,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2928,1,47,4,1,4,4,1,1,11000,11000,21000,9,1,2,9,6,3,0,7,4,0,1,10,3,10,4,9,,5,4,1,10,1,1,1,3,2,1,3,1,3,1,1,5,1,5,5,5,1,5,2,5,5,5,1,3,5,1,1,1,1,4,1,1,1,1,1,7,7,3,3,8,8,9,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3
187,2,76,4,4,2,7,2,2,10000,10000,10000,3,12,1,3,7,3,3,1,6,0,1,0,3,10,4,7,,5,3,2,0,5,2,2,4,5,2,2,5,3,5,1,2,1,5,5,5,4,5,2,5,3,5,1,3,3,3,2,2,3,4,3,1,4,3,2,3,9,3,9,8,9,9,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,4,5,5,5,5,3,2,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,,,,4.5
479,1,44,7,5,3,16,2,,10000,,17000,3,,3,8,3,1,0,0,10,0,0,0,,10,,3,,1,,2,0,2,1,1,4,4,1,1,3,2,5,1,1,,5,5,4,1,2,4,4,3,5,1,2,2,3,2,1,2,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
249,1,55,7,4,2,9,3,,10000,,10000,3,,3,1,3,3,4,0,10,0,0,0,,10,,3,,4,,2,2,4,2,2,4,5,2,3,4,3,5,1,2,1,5,5,4,3,4,2,4,3,4,1,3,3,4,2,2,2,2,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
470,2,36,9,4,3,16,3,,10000,,10000,3,,3,4,3,3,2,1,9,1,1,1,,9,,3,,5,,2,3,5,2,2,4,5,2,3,4,3,5,2,2,2,4,4,5,3,4,2,2,2,4,1,3,4,4,2,2,3,2,4,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
579,2,20,7,4,2,20,3,,10000,,10000,3,,3,2,,,3,1,9,2,1,0,,9,,3,,2,,3,2,5,2,2,4,5,2,3,5,2,5,1,1,3,5,5,5,5,4,2,3,3,3,3,2,4,4,2,2,4,3,4,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
4747,2,23,7,1,2,,4,,,,,,,,4,,,,5,5,0,0,,,10,,,,2,,3,,,,,1,3,1,1,3,,4,1,3,1,4,3,5,5,4,1,3,3,3,2,4,4,2,3,4,4,4,4,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2456,2,49,4,1,2,,2,,10000,,11000,2,,2,8,2,2,0,10,3,3,0,3,,10,,2,,1,,2,3,2,1,2,1,5,2,1,3,2,4,1,1,2,5,3,2,2,2,3,2,4,5,2,4,4,3,3,2,2,3,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2694,1,48,7,1,3,,3,3,22000,22000,10000,3,3,,7,3,3,4,3,10,4,1,1,,10,3,3,,5,4,2,2,5,1,3,5,5,2,1,1,2,5,1,1,4,5,5,5,5,5,2,3,3,3,2,2,4,4,1,3,2,2,4,4,4,3,2,5,3,9,8,2,9,8,9,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,,8,2,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,5
3905,2,68,3,2,3,,3,,11000,,10000,2,,1,4,1,3,10,6,1,0,6,0,,10,,1,,5,,1,5,2,1,1,1,5,2,2,,2,5,1,1,1,5,2,4,4,2,2,2,4,4,2,2,4,2,2,2,2,2,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
857,1,52,7,1,2,,3,3,,10000,,,1,,2,,,,,,,,,,10,3,,,2,3,2,2,4,1,3,3,2,3,2,4,3,3,1,2,3,4,4,5,2,3,2,4,3,4,2,2,4,3,4,3,3,2,4,3,4,3,2,5,9,2,2,9,9,9,8,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,9,9,9,3,9,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5
3483,2,47,7,2,2,,2,,10000,,17000,1,,2,5,,,6,3,5,4,2,4,,8,,1,,3,,3,3,4,2,1,1,5,,1,4,3,5,1,1,2,5,2,2,2,4,2,2,4,5,2,3,3,2,2,1,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
858,2,93,6,1,2,,4,,10000,,14000,12,,12,5,,,5,7,2,0,,0,,10,,2,,4,,1,2,5,1,3,,3,4,2,3,2,4,2,3,3,3,5,5,5,4,2,2,4,5,1,2,4,4,2,4,4,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
1189,2,48,7,1,4,,4,,,,,,,,,,,,,,,,,,,,,,2,,1,,5,1,1,5,5,1,1,3,1,1,3,5,1,1,5,5,5,5,1,4,5,5,1,5,5,5,1,4,4,4,4,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2309,2,18,6,1,3,,4,4,,10000,,,,,6,2,3,,7,3,,,,,7,2,2,,,2,3,7,4,1,2,3,5,2,3,2,1,3,1,2,3,4,4,4,5,2,2,3,4,4,2,3,3,4,2,4,4,4,4,3,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
3906,1,85,4,1,2,,2,,11000,,17000,2,,2,4,1,3,9,3,0,0,2,0,,7,,1,,5,,1,4,3,1,2,1,4,2,1,,3,4,2,2,2,3,4,5,5,4,2,2,3,5,2,4,4,3,2,2,2,,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3935,2,51,6,1,3,13,2,2,10000,11000,11000,1,1,6,3,1,2,10,7,1,3,9,3,1,8,4,1,,7,6,3,4,4,2,2,2,4,1,4,1,2,2,3,4,3,3,3,3,4,3,3,2,5,4,2,3,3,4,2,3,3,2,4,3,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,8,9,8,1,9,9,8,0,0,0,0,0,0,0,0,0,1,0,0,5,4,4,4,5,2,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,2,,,,2.5
3506,2,39,7,1,3,7,3,,13000,,11000,1,,1,6,,,9,7,4,2,5,4,,10,,1,,6,,1,0,4,2,3,3,5,4,2,5,2,2,2,2,3,3,4,1,2,4,1,3,4,5,1,4,4,3,2,4,3,4,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1900,2,37,8,2,2,,3,,10000,,10000,1,,1,3,1,2,9,2,0,0,0,0,,10,,1,,6,,1,4,2,1,2,1,4,2,1,3,2,3,2,1,2,4,4,5,4,4,2,2,3,5,2,2,4,4,2,2,2,3,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
1948,2,23,7,2,3,,2,,10000,,22000,1,,3,4,1,3,10,4,10,10,0,9,,4,,,1,2,,3,5,3,1,1,1,4,3,1,,2,4,1,1,2,5,5,5,3,4,2,2,3,4,2,2,4,3,2,2,2,2,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
3380,2,48,6,1,2,,4,,10000,,,,,,5,,,6,,2,2,4,3,,7,,,,3,,2,3,4,1,1,2,5,2,2,2,2,3,3,3,4,4,5,5,5,2,3,3,4,4,2,3,4,4,1,3,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
3571,2,31,6,1,3,7,4,,11000,,11000,12,,12,5,,,5,0,2,0,9,5,,6,,,,3,,2,0,3,3,3,,3,3,3,4,3,3,2,3,,4,5,5,2,4,1,1,5,5,1,1,5,3,2,4,4,3,4,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
869,2,22,7,1,3,,4,,10000,,10000,1,,12,4,,,5,6,7,3,3,3,,5,,,,2,,1,,5,1,2,2,5,2,3,2,1,3,1,1,2,4,4,5,5,2,2,3,4,3,2,2,3,5,1,3,4,4,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
3794,2,17,2,1,2,20,3,,13000,,10000,1,,1,5,,,7,8,4,3,6,3,,10,,2,,5,,1,0,4,2,2,3,4,3,2,5,2,2,2,3,2,2,2,4,2,4,2,2,4,5,2,2,4,4,2,2,3,3,4,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
952,2,82,7,4,1,16,3,2,,99999,,,1,,5,,,10,2,5,5,5,1,1,10,4,1,,4,4,1,5,5,2,1,2,1,1,1,5,1,3,1,1,,2,1,3,2,2,1,2,5,4,1,3,2,2,2,4,2,,3,,,3,3,7,8,7,7,8,8,8,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,8,8,8,1,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5
3785,1,17,2,4,3,,3,,10000,,10000,1,,1,6,,,10,2,8,3,3,1,,10,,1,,4,,1,6,2,1,1,5,1,1,2,5,3,4,2,2,2,4,2,5,5,2,3,2,4,2,2,4,3,5,3,4,2,4,4,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3177,2,36,7,4,2,,4,3,20000,20000,12000,6,6,12,0,7,2,0,0,0,0,7,2,6,3,4,,6,6,5,2,1,2,1,3,1,3,1,1,1,1,1,5,5,2,1,5,5,1,5,2,2,3,5,2,2,4,1,1,3,3,3,3,2,3,3,3,8,2,2,2,3,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,1,5,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,1,1,1
1840,1,20,8,4,1,14,3,,10000,,,1,,,7,1,2,10,3,6,0,3,0,,10,,1,,4,,3,0,4,4,1,5,1,4,1,1,1,4,1,1,2,4,3,1,2,5,1,2,2,3,3,1,3,5,1,3,2,2,4,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
3817,1,72,7,4,1,,3,,21000,,,6,,,,1,3,10,2,5,3,5,0,,10,,1,,2,,1,0,2,1,2,4,5,5,2,2,1,3,2,3,,5,3,3,3,5,1,4,1,5,1,1,5,2,1,4,2,,4,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
3178,2,24,9,4,2,,3,,10000,,99999,7,,7,5,7,2,7,2,0,0,7,1,,6,,7,,7,,1,7,3,1,1,4,3,1,2,,3,2,3,3,4,3,4,3,1,4,2,5,2,5,1,2,4,1,3,2,2,1,4,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
3289,2,46,7,4,4,2,4,,11000,,,7,,,0,,,5,2,2,0,8,4,,10,,7,,2,,1,7,3,1,1,2,4,1,1,2,1,2,4,5,3,1,3,5,5,2,3,2,5,3,2,2,3,5,2,4,3,3,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
4489,1,21,9,5,3,,2,,12000,,17000,6,,6,2,6,3,7,7,0,0,7,7,,9,,,,3,,1,5,4,2,3,4,2,3,2,4,1,1,2,5,2,2,5,5,5,4,1,2,3,2,2,4,4,5,1,2,2,2,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2947,1,33,13,4,1,,3,,,,,,,,1,6,2,8,2,0,0,10,1,,10,,6,,4,,1,5,3,3,2,5,,1,1,,2,1,3,4,2,2,3,5,5,3,3,3,4,2,3,3,4,4,4,2,2,2,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
3293,1,39,4,4,4,4,3,,10000,,,1,,,8,,,7,7,8,6,2,1,,0,,,,2,,2,0,3,1,1,5,,2,2,,3,5,1,1,1,5,5,5,5,2,3,3,3,2,4,2,5,2,2,1,2,3,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
978,2,40,7,4,2,,3,3,22000,,,6,,,0,,,5,10,0,0,5,5,,10,3,2,,1,3,1,10,1,1,3,1,4,3,1,1,3,1,4,5,2,1,2,3,2,5,1,3,4,5,1,4,4,1,2,4,3,3,4,2,4,3,3,8,8,9,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,8,3,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,3,5,5,5,5,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,2,2,2,1.5
940,1,92,7,4,1,11,3,,10000,,21000,12,,12,6,,,8,2,5,0,0,0,,2,,,1,3,,3,3,5,5,1,5,5,5,1,1,3,3,1,2,,5,2,3,3,2,2,3,1,5,1,1,5,1,3,3,3,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
979,1,42,9,4,4,,2,2,10000,10000,10000,1,1,1,5,,,9,4,1,1,5,2,1,10,4,1,,5,5,3,4,4,3,1,4,,3,3,4,3,3,3,3,2,4,4,,2,2,3,4,3,3,2,2,3,5,1,2,2,2,3,2,1,3,2,1,3,1,,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,1,9,9,5,3,1,8,0,0,0,0,0,0,0,0,0,1,0,0,5,3,3,4,4,3,5,5,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,3
2896,2,51,7,5,3,5,3,,,,,,,,3,5,3,7,0,0,0,10,0,,8,,6,,3,,1,8,5,2,1,2,2,1,2,1,2,2,3,5,2,1,4,5,5,5,1,1,4,5,3,4,1,4,1,2,2,,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
808,1,19,4,5,3,,3,3,,,,,,,,,,1,0,0,0,1,4,7,3,4,,7,6,5,3,4,3,2,2,5,2,4,1,2,2,3,2,3,3,3,5,4,5,4,1,4,4,3,3,3,3,4,2,3,2,4,4,3,3,2,4,2,1,9,8,9,8,8,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,8,8,3,1,8,9,8,0,0,0,0,0,0,0,0,0,1,0,0,3,5,5,5,5,2,3,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,2,1,1,3.5
4490,2,24,12,4,2,,2,,10000,,10000,1,,1,1,6,2,8,2,0,0,10,0,,10,,6,,7,,1,10,4,2,1,4,2,1,1,1,1,2,3,5,2,2,3,4,5,5,1,2,3,4,1,2,4,5,2,2,2,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2682,1,61,7,1,3,,3,,22000,,10000,3,,1,10,3,2,6,4,10,0,2,6,,10,,3,,3,,3,0,2,2,2,5,2,5,1,1,1,5,1,1,,5,2,2,4,5,1,2,4,4,1,4,4,2,2,4,3,4,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
