pagnr,zpsex,zpage,w1_q88,w1_q107,w1_q115,w1_q116,w1_q4,w2_q4,w1_q5x1,w2_q2x1,w1_q6x1,w1_q7,w2_q3,w1_q8,w1_q12,w1_q43,w1_q44,w1_q48x1,w1_q48x2,w1_q48x3,w1_q48x4,w1_q48x5,w1_q48x6,w2_q15,w1_q49,w2_q14,w1_q50,w1_q51,w1_quiz,w2_quiz,w1_q21,w1_q22,w1_q26x1,w1_q26x2,w1_q26x3,w1_q26x4,w1_q26x5,w1_q26x6,w1_q26x7,w1_q26x8,w1_q26x9,w1_q26x10,w1_q26x11,w1_q26x12,w1_q68x1,w1_q76x2,w1_q64x1,w1_q64x2,w1_q64x3,w1_q83x1,w1_q83x6,w1_q83x2,w1_q83x7,w1_q83x3,w1_q83x8,w1_q83x4,w1_q83x9,w1_q83x5,w1_q83x10,w1_q66x1,w1_q66x2,w1_q66x3,w1_q66x4,w1_q68x1,w1_q68x2,w1_q68x3,w2_q33,w2_q34x1,w2_q34x2,w2_q34x3,w2_q34x4,w2_q34x5,w2_q34x6,w2_q34x7,w2_q34x8,w2_q35R1,w2_q35R2,w2_q35R3,w2_q35R4,w2_q35R5,w2_q35R6,w2_q35R7,w2_q35R8,w2_q35R9,w2_q35R10,w2_q35R11,w2_q35R12,w2_q35R13,w2_q35R14,w2_q35R15,w2_q35R88,w2_q35R99,w2_q36,w2_q37x1,w2_q37x2,w2_q37x3,w2_q37x4,w2_q37x5,w2_q37x6,w2_q37x7,w2_q37x8,w2_q38R1,w2_q38R2,w2_q38R3,w2_q38R4,w2_q38R5,w2_q38R6,w2_q38R7,w2_q38R8,w2_q38R9,w2_q38R10,w2_q38R88,w2_q38R99,w2_q39x1,w2_q39x2,w2_q39x3,w2_q39x4,w2_q39x5,w2_q41,w2_q42x1,w2_q42x2,w2_q42x3,w2_q42x4,w2_q43R1,w2_q43R2,w2_q43R3,w2_q43R4,w2_q43R5,w2_q43R6,w2_q43R7,w2_q43R8,w2_q43R9,w2_q43R10,w2_q43R11,w2_q43R12,w2_q43R13,w2_q43R14,w2_q43R15,w2_q43R16,w2_q43R17,w2_q43R88,w2_q43R99,w2_q44,w2_q45,w2_q46,w2_q47,w2_q48,w2_q49,a_immigration_index
823,2,32,4,4,3,,4,4,10000,22000,22000,12,12,12,10,,,2,1,2,1,0,,,0,2,,3,2,4,2,3,1,2,3,5,5,2,2,3,4,5,1,1,2,5,5,5,1,3,2,3,4,3,3,3,2,1,3,4,4,4,4,2,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,4,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,4,5,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,2,1,2,5
965,1,19,7,5,2,,4,4,10000,99999,22000,,12,,10,,,0,0,0,0,0,0,,0,1,,12,1,1,2,2,2,1,2,5,5,1,1,1,5,5,1,1,4,5,5,3,2,4,2,3,3,5,2,3,3,1,2,4,4,4,4,4,4,4,4,7,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,7,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
879,1,18,7,5,2,18,4,,10000,,22000,3,,1,10,,,7,4,10,2,0,5,,5,,3,,2,,3,4,1,3,1,5,5,1,1,5,5,5,1,1,1,5,1,1,1,5,1,5,1,1,5,1,5,1,5,4,4,4,4,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
1893,2,30,8,5,2,,2,,13000,,10000,1,,1,4,1,1,10,6,0,0,6,5,,10,,1,,7,,1,9,5,5,1,1,1,1,1,1,1,1,5,5,2,1,1,1,1,5,3,3,3,5,1,1,5,5,3,1,1,4,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
478,2,73,6,3,1,16,3,2,17000,12000,10000,2,,2,10,2,3,0,10,0,0,0,0,,10,4,2,,2,4,1,0,4,2,2,4,5,4,3,5,2,2,2,2,,4,5,5,2,2,1,2,5,3,2,3,4,4,2,4,4,4,4,,,4,2,7,8,3,8,8,2,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,2,8,4,8,2,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4
4091,1,74,4,3,3,5,3,2,,99999,,,1,,5,1,3,8,0,0,0,0,0,1,7,4,1,,2,3,1,0,3,2,3,5,1,5,1,1,1,4,2,1,3,5,5,5,2,4,3,3,4,5,3,5,2,1,5,4,3,4,4,3,3,3,2,3,8,4,8,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,3,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,4.5
4090,1,82,4,3,2,,3,,,,,,,,3,1,1,10,0,0,0,4,0,,10,,1,,2,,1,5,5,1,2,5,5,5,1,1,1,3,2,2,,3,4,1,1,1,5,1,3,2,3,1,4,1,5,4,3,4,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
4323,1,72,4,5,3,,2,,,,,,,,7,2,3,0,8,8,0,0,0,,5,,2,,3,,2,0,4,2,3,5,5,1,1,5,2,4,1,2,2,5,4,2,1,2,5,4,3,3,2,1,5,1,5,2,4,4,4,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
622,2,49,7,3,2,,3,,12000,,20000,2,,6,2,2,2,0,9,0,0,8,,,10,,,,4,,1,7,5,2,1,5,5,5,1,1,1,2,1,3,1,2,5,3,3,3,3,4,5,4,2,3,5,5,3,2,4,4,4,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3732,1,29,7,3,3,,4,4,11000,11000,10000,12,12,12,7,,,0,0,0,0,0,0,,10,1,12,,2,4,3,0,4,1,1,5,3,2,1,5,2,5,1,2,3,4,5,3,2,2,5,3,4,5,1,4,2,1,2,4,4,4,4,3,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5
973,2,42,7,5,3,10,3,,13000,,19000,3,,6,7,,,5,5,5,0,5,5,,6,,3,,5,,3,2,1,2,2,2,5,5,1,,2,3,1,2,,5,1,3,1,4,3,4,5,5,2,4,3,1,2,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
1868,1,58,7,5,2,15,2,3,11000,99999,11000,1,1,1,5,1,2,10,5,5,2,0,0,,10,1,1,,5,2,3,0,4,2,1,5,3,2,1,1,1,3,1,2,2,4,4,3,2,2,2,1,3,5,1,2,4,1,1,2,2,4,4,2,2,2,2,5,8,8,8,8,8,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7,3,8,8,9,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,3,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,4.5
4485,1,69,4,5,4,11,3,,,,,,,,8,5,3,0,4,0,7,0,0,,4,,,5,3,,2,0,2,2,3,5,4,5,1,1,3,5,1,1,,5,5,3,1,2,5,1,3,2,2,1,4,1,3,4,4,4,4,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2394,1,45,7,4,2,,3,3,10000,10000,12000,2,2,2,5,2,3,5,9,3,4,0,1,2,9,4,2,,5,4,3,3,3,2,3,5,4,5,1,4,4,4,2,2,2,4,4,4,4,2,2,3,3,4,1,2,4,3,3,4,3,4,4,2,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,4,2,3,1,9,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,4
3469,2,23,4,5,2,,4,,,,,,,,5,,,0,0,0,0,0,0,,0,,,12,1,,2,,,1,2,1,5,5,1,1,1,5,1,1,4,5,1,1,1,5,1,4,5,3,3,2,4,5,1,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2320,1,37,7,5,3,13,3,,18000,,10000,2,,2,7,2,3,2,7,3,0,0,3,,10,,2,,3,,3,0,3,2,3,5,5,5,1,2,2,5,1,1,,5,4,5,5,3,3,4,5,4,2,4,3,3,2,3,3,4,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2953,2,16,4,5,3,,4,,22000,,22000,6,,6,1,6,3,0,0,0,0,5,0,,2,,,6,4,,2,3,2,1,1,1,5,2,1,1,5,3,3,3,4,4,5,5,1,5,1,2,2,5,1,3,4,5,2,3,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2941,2,70,4,5,2,7,2,,11000,,10000,1,,6,2,6,2,2,2,0,0,10,4,,10,,6,,4,,3,5,5,3,1,2,1,2,1,2,1,2,4,4,1,2,3,2,1,1,5,2,5,5,1,1,5,4,5,2,3,3,3,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
3621,1,16,4,4,2,,4,,10000,,11000,,,,5,,,0,0,0,0,0,0,,0,,,12,1,,2,0,3,1,5,5,5,5,1,1,2,4,1,1,4,5,5,5,1,5,1,3,3,3,3,3,3,3,2,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
747,1,36,7,2,1,,3,,12000,,11000,3,,3,8,3,2,0,8,9,9,0,,,7,,3,,3,,3,6,3,1,1,5,5,5,2,1,1,5,1,1,1,5,5,5,5,5,2,2,3,5,2,1,4,5,1,3,2,4,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
1828,2,39,7,5,2,8,4,3,10000,13000,10000,1,12,1,10,1,3,7,4,7,3,0,5,3,8,4,,,6,1,3,3,3,1,2,5,5,5,1,1,5,3,1,1,4,4,4,2,1,2,5,5,5,5,1,3,1,5,4,4,4,4,4,4,4,4,3,2,8,1,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,3,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,5
784,2,29,7,3,2,,3,,11000,,10000,1,,1,7,1,3,10,7,2,2,6,,,8,,1,,3,,3,4,3,1,1,5,4,2,1,1,3,4,1,1,3,3,5,3,3,4,3,3,3,5,3,3,2,1,2,4,4,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
1076,1,18,6,5,3,,4,,,,,,,,10,,,3,5,6,3,5,3,,5,,,,4,,3,8,2,,1,2,3,4,2,3,4,5,1,1,4,5,3,2,1,4,1,5,3,1,1,1,1,1,1,4,4,4,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
4722,1,49,7,3,2,,2,,22000,,20000,9,,9,6,9,2,0,6,5,0,0,10,,10,,9,,3,,3,5,5,2,1,5,5,1,1,1,1,4,1,2,3,4,5,1,1,4,1,5,3,5,1,3,4,5,3,2,3,4,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
1852,1,59,4,5,2,,2,,11000,,10000,1,,1,4,1,2,10,0,0,0,0,,,10,,1,,2,,3,3,5,1,1,5,5,5,1,1,4,2,4,5,2,3,5,5,2,3,2,2,5,5,1,2,4,1,2,3,3,4,3,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
361,1,22,7,3,3,12,3,,10000,,10000,1,,1,5,1,2,8,7,2,1,0,,,8,,1,,3,,1,5,4,2,2,4,3,3,2,4,3,3,3,4,2,4,4,5,4,2,3,4,3,3,1,1,4,3,2,3,4,4,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
972,1,69,4,5,3,5,3,,,,,,,,5,,,0,0,0,0,0,0,,0,,,12,5,,3,2,2,1,1,5,4,5,1,1,2,4,2,2,4,5,5,5,2,2,3,2,3,5,2,1,5,2,5,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
4596,1,42,7,3,3,,3,,10000,,10000,6,,6,5,6,2,8,0,0,0,10,0,,8,,1,,4,,2,2,4,1,1,5,5,5,1,4,2,2,3,3,3,2,4,3,2,3,2,3,4,5,1,5,5,5,1,3,4,4,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2976,1,49,7,5,2,,3,,11000,,10000,12,,12,3,6,2,7,0,0,0,10,0,,10,,6,,7,,1,5,5,2,1,5,5,1,1,1,2,2,3,3,1,5,1,1,1,3,3,1,3,5,2,1,5,1,5,2,2,2,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2969,2,79,4,5,3,5,3,,11000,,11000,,,,2,6,2,5,5,5,5,10,5,,7,,6,,1,,1,3,1,2,3,5,5,5,1,1,1,2,1,3,2,3,4,2,2,2,5,3,5,5,1,2,3,3,2,4,4,4,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2684,1,42,4,5,3,,3,4,10000,99999,22000,12,12,12,10,3,3,1,1,5,3,0,,,0,1,,3,3,1,2,2,2,1,1,4,5,5,1,1,5,5,1,1,4,5,5,4,5,3,2,4,3,5,3,4,4,1,2,3,4,4,4,4,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,8,2,8,9,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,5
3579,1,65,7,1,2,16,2,2,11000,21000,10000,1,12,1,2,,,8,2,8,5,4,9,,10,4,9,,6,5,2,3,5,1,3,3,5,3,2,,3,5,1,1,2,3,4,1,2,3,3,5,4,5,1,4,4,2,,3,2,4,3,2,2,2,2,3,8,8,4,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5
4194,1,49,7,5,2,,3,,10000,,10000,2,,2,9,2,2,0,10,0,0,0,0,,8,,2,,1,,3,0,3,2,3,5,3,1,1,1,1,4,1,1,3,5,5,3,2,2,3,3,5,3,1,1,4,3,2,3,3,3,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
4459,2,36,4,1,4,,4,,10000,,11000,3,,3,8,3,3,0,0,3,0,0,0,,2,,,3,2,,2,0,2,1,2,2,5,1,1,5,1,5,1,1,4,5,5,5,1,1,3,1,5,5,1,3,2,5,1,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
966,2,21,7,5,2,,3,,10000,,10000,,,,5,,,0,0,0,0,0,,,2,,,12,2,,3,3,3,1,2,5,5,5,1,1,3,3,1,3,4,4,1,5,2,2,1,2,2,4,3,3,3,4,3,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
679,2,49,4,3,4,,4,3,,99999,,,12,,10,,,0,0,0,10,0,2,1,7,4,,,2,2,3,8,1,2,1,1,5,1,1,5,1,3,1,1,1,5,5,1,2,1,5,1,5,1,1,1,1,1,2,3,3,4,4,1,1,4,4,7,8,7,2,8,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,8,8,1,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,4,5,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,5
4387,2,20,7,5,2,,4,,10000,,10000,3,,3,9,3,2,0,6,9,0,0,0,,10,,3,,7,,2,0,5,1,1,5,3,1,1,1,1,3,1,1,3,5,5,1,1,5,1,3,2,5,2,3,4,5,1,2,2,4,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
4322,1,48,7,5,3,,3,,10000,,10000,2,,2,10,2,3,0,8,6,0,0,0,,5,,2,,3,,3,0,3,1,1,5,5,5,2,1,3,5,1,1,4,5,5,1,1,5,1,2,2,3,2,5,5,1,1,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
3910,2,38,7,5,3,,3,3,10000,11000,10000,1,1,1,7,1,2,8,5,0,0,0,3,,9,3,1,,7,1,2,3,1,1,1,5,5,1,1,1,4,1,1,1,4,4,5,2,1,4,2,3,3,5,1,4,5,2,2,4,4,4,4,4,4,4,3,3,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,5
265,1,70,7,2,2,9,2,2,11000,12000,11000,1,2,1,5,1,2,9,6,5,2,3,,2,9,4,1,,6,6,3,3,3,1,2,5,3,5,1,2,1,5,1,1,3,5,5,5,2,2,3,4,3,5,2,3,3,5,2,3,2,4,4,3,2,2,2,4,3,2,8,8,8,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,8,8,9,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,3,2,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,,,,5
277,1,48,7,5,2,10,4,,77777,,17000,9,,9,5,,,5,4,6,7,4,9,,6,,9,,1,,3,5,5,1,3,5,,5,1,5,5,4,3,3,3,4,4,5,2,2,4,4,2,4,2,2,4,1,4,3,3,3,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
880,1,20,7,5,,15,3,,10000,,22000,1,,3,10,,,7,4,9,3,0,5,,0,,,3,3,,3,7,1,1,1,5,3,5,5,3,1,5,5,1,4,5,5,1,1,1,5,1,5,1,5,5,1,1,5,3,4,2,4,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1066,2,32,4,5,2,,4,4,21000,11000,,,12,,10,,,0,0,0,0,0,0,,0,1,,12,1,2,2,0,1,4,3,1,3,1,1,5,5,3,1,1,4,5,5,3,5,5,1,5,5,5,1,3,3,5,1,4,4,4,4,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,5
746,1,53,7,2,2,,4,,77777,,11000,,,,10,,,0,0,0,0,0,,,0,,,12,0,,3,3,3,1,1,4,5,1,2,3,4,5,1,1,2,5,5,3,5,2,3,4,3,5,2,3,5,1,4,4,4,4,4,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2968,1,71,4,5,2,,2,,11000,,10000,,,6,1,6,2,0,0,0,0,10,0,,10,,6,,4,,3,5,4,1,1,5,5,5,1,5,1,3,1,3,1,4,5,1,1,5,4,2,3,5,2,1,4,5,1,4,3,4,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2321,1,72,4,5,2,,2,,11000,,20000,2,,2,7,2,2,2,8,6,0,0,3,,8,,2,,5,,3,3,2,1,1,5,4,5,1,4,3,5,1,1,3,4,5,2,2,4,3,2,3,5,2,3,5,4,2,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
928,1,20,4,5,3,,4,,10000,,10000,12,,12,10,,,0,0,0,0,0,0,,0,,,12,3,,2,0,1,1,1,5,,1,1,1,5,5,1,1,4,5,5,4,2,5,1,1,2,3,2,2,2,1,3,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2734,2,29,7,5,2,15,4,3,13000,11000,,,3,,10,3,3,0,0,5,0,0,0,,5,2,3,,2,4,3,0,1,2,2,5,5,1,1,1,4,4,1,1,4,4,5,2,1,4,2,3,3,5,2,3,4,5,1,4,4,4,4,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,2,8,1,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,5
2277,2,82,7,5,2,,3,,21000,,21000,12,,12,8,2,2,4,8,0,0,7,0,,10,,2,,4,,1,5,3,1,2,2,3,5,1,5,1,3,3,2,2,3,2,2,3,1,3,2,4,4,3,4,2,2,3,3,1,,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
1025,1,63,4,5,2,,4,,,,,,,,10,,,0,0,0,0,0,0,,0,,,12,0,,3,3,1,1,1,5,5,5,1,1,2,3,1,2,4,5,5,5,1,5,4,1,4,5,1,1,5,1,5,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2738,1,87,4,5,2,,4,4,,22000,,,3,,5,3,3,0,0,0,0,0,0,3,0,4,,3,4,3,3,0,3,1,3,5,5,5,1,,1,3,1,1,3,5,3,1,1,1,3,1,2,3,1,1,5,3,5,4,3,4,3,3,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5
2360,1,32,7,5,2,13,2,,10000,,10000,2,,2,7,2,2,5,10,0,0,0,3,,10,,2,,4,,2,5,3,1,2,4,3,3,1,5,3,3,1,2,3,4,5,5,1,4,1,4,3,5,1,3,5,1,1,2,2,4,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
968,1,20,7,5,3,,3,,11000,,10000,,,,10,,,0,0,0,0,0,0,,0,,,12,4,,3,0,2,1,2,5,5,1,1,1,1,5,1,1,2,5,5,4,2,3,2,1,3,5,2,3,4,4,1,4,4,4,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
971,2,21,7,5,3,,3,,20000,,22000,,,,7,,,0,0,1,0,0,,,0,,,12,1,,3,3,1,2,2,5,4,1,2,1,2,3,2,1,2,4,4,4,1,2,4,3,5,3,2,4,1,2,2,4,4,4,4,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2733,1,43,7,5,2,,3,,77777,,10000,3,,3,7,3,3,2,3,7,5,0,,,7,,3,,5,,3,2,4,3,4,4,4,5,1,4,4,5,1,2,3,5,5,5,4,2,3,3,4,3,1,2,4,4,3,3,3,3,4,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2431,2,36,7,5,2,,4,3,13000,10000,19000,2,2,1,8,2,3,0,5,5,0,0,0,,5,3,2,,2,2,2,2,1,1,1,5,5,1,1,1,1,5,1,1,4,5,5,5,1,1,5,5,5,5,1,5,1,1,1,4,4,4,4,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,3,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,2,2,2,5
